Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
akto,com.akto.action,CustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (fetchDataTypesForSettings) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,CustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (reviewCustomDataType) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,CustomDataTypeAction.ConditionFromUser,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.action,CustomDataTypeAction.CustomSubTypeMatch,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.action,DbLogsAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.action,ExportSampleDataAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.OriginalHttpRequest; com.akto.dto.HttpResponseParams; com.akto.dto.OriginalHttpResponse; com.akto.dto.HttpRequestParams
akto,com.akto.action,ExportSampleDataAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.action,HarAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker; com.akto.action.ApiCollectionsAction; com.akto.har.HAR
akto,com.akto.action,HarAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,HarAction.GoString,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.action,HarAction.ByReference,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.action,HarAction.ByValue,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.action,IgnoreFalsePositivesAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.IgnoreData; com.akto.dto.type.SingleTypeInfo
akto,com.akto.action,InfraMetricsAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.action,LoadersAction,Law of Demeter violation,The tool detected the smell in this method (fetchActiveLoaders) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,LoginAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.utils.Token
akto,com.akto.action,LoginAction,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: REFRESH_TOKEN_COOKIE_NAME
akto,com.akto.action,LoginAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
akto,com.akto.action,LoginAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.SignupUserInfo.getUser; com.akto.dto.User.getSignupInfoMap
akto,com.akto.action,OnboardingAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.action.testing.AuthMechanismAction; com.akto.action.testing.StartTestAction
akto,com.akto.action,OpenApiAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.utils.SampleDataToSTI; com.akto.log.LoggerMaker
akto,com.akto.action,OpenApiAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.traffic.SampleData.getId; com.akto.dto.traffic.Key.getUrl
akto,com.akto.action,OpenApiAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.traffic.SampleData.getId; com.akto.dto.traffic.Key.getMethod
akto,com.akto.action,PostmanAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.third_party_access.PostmanCredential; com.akto.utils.SampleDataToSTI; com.akto.log.LoggerMaker; com.akto.postman.Main
akto,com.akto.action,PostmanAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
akto,com.akto.action,PostmanAction,Law of Demeter violation,The tool detected the smell in this method (addOrUpdateApiKey) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,PostmanAction,Law of Demeter violation,The tool detected the smell in this method (savePostmanCollection) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,PostmanAction,Law of Demeter violation,The tool detected the smell in this method (createPostmanLoader) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,ProfileAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.action,SignupAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.Account
akto,com.akto.action,SignupAction,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: SIGN_IN; MINIMUM_PASSWORD_ERROR; MAXIMUM_PASSWORD_ERROR; INVALID_CHAR; MUST_BE_ALPHANUMERIC_ERROR
akto,com.akto.action,SignupAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
akto,com.akto.action,TagConfigsAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.data_types.Conditions
akto,com.akto.action,TagConfigsAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
akto,com.akto.action,TagConfigsAction,Law of Demeter violation,The tool detected the smell in this method (fetchTagConfigs) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,TeamAction,Law of Demeter violation,The tool detected the smell in this method (removeUser) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action,TeamAction,Law of Demeter violation,The tool detected the smell in this method (removeUser) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,WebhookAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.notifications.CustomWebhook
akto,com.akto.action,WebhookAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
akto,com.akto.action,WebhookAction,Law of Demeter violation,The tool detected the smell in this method (addCustomWebhook) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,WebhookAction,Law of Demeter violation,The tool detected the smell in this method (updateCustomWebhook) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,WebhookAction,Law of Demeter violation,The tool detected the smell in this method (changeStatus) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,WebhookAction,Law of Demeter violation,The tool detected the smell in this method (runOnce) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,WebhookAction,Law of Demeter violation,The tool detected the smell in this method (deleteCustomWebhook) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action,TestApiCollectionsAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.action.ApiCollectionsAction
akto,com.akto.action,TestCustomAuthTypeAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.User; com.akto.dto.CustomAuthType; com.akto.action.CustomAuthTypeAction
akto,com.akto.action,TestCustomAuthTypeAction,Law of Demeter violation,The tool detected the smell in this method (testUpdateCustomAuthType) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomAuthType.getActive; com.akto.action.CustomAuthTypeAction.getCustomAuthTypes
akto,com.akto.action,TestCustomAuthTypeAction,Law of Demeter violation,The tool detected the smell in this method (testUpdateCustomAuthTypeStatus) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomAuthType.getActive; com.akto.action.CustomAuthTypeAction.getCustomAuthTypes
akto,com.akto.action,TestCustomDataTypeAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.User; com.akto.action.CustomDataTypeAction; com.akto.dto.CustomDataType
akto,com.akto.action,TestCustomDataTypeAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.data_types.Conditions.getOperator; com.akto.dto.CustomDataType.getKeyConditions
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.getKeyConditions; com.akto.dto.data_types.Conditions.getPredicates
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.getValueConditions; com.akto.dto.data_types.Conditions.getOperator
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.getValueConditions; com.akto.dto.data_types.Conditions.getPredicates
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.isActive; com.akto.action.CustomDataTypeAction.getCustomDataType
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.getValueConditions; com.akto.dto.data_types.Conditions.getOperator
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testGenerateCustomDataTypeHappy) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.getValueConditions; com.akto.dto.data_types.Conditions.getPredicates
akto,com.akto.action,TestCustomDataTypeAction,Law of Demeter violation,The tool detected the smell in this method (testToggleDataTypeActiveParam) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.CustomDataType.isActive; com.akto.action.CustomDataTypeAction.getCustomDataType
akto,com.akto.action,TestExportSampleDataAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.action.ExportSampleDataAction
akto,com.akto.action,TestIgnoreFalsePositivesAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.IgnoreData; com.akto.dto.AktoDataType; com.akto.action.IgnoreFalsePositivesAction
akto,com.akto.action,TestIgnoreFalsePositivesAction,Law of Demeter violation,The tool detected the smell in this method (test) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.AktoDataType.getIgnoreData; com.akto.dto.IgnoreData.setIgnoredKeysInAllAPIs
akto,com.akto.action,TestIgnoreFalsePositivesAction,Law of Demeter violation,The tool detected the smell in this method (test) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.IgnoreData.getIgnoredKeysInAllAPIs; com.akto.dto.AktoDataType.getIgnoreData
akto,com.akto.action,TestIgnoreFalsePositivesAction,Law of Demeter violation,The tool detected the smell in this method (test) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.AktoDataType.getIgnoreData; com.akto.dto.IgnoreData.getIgnoredKeysInSelectedAPIs
akto,com.akto.action,TestParamStateAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.type.SingleTypeInfo; com.akto.action.ParamStateAction
akto,com.akto.action,TestWebhookAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.User; com.akto.action.WebhookAction; com.akto.dto.notifications.CustomWebhook
akto,com.akto.action,TestWebhookAction,Law of Demeter violation,The tool detected the smell in this method (testFetchLatestWebhookResult) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.WebhookAction.getCustomWebhookResult; com.akto.dto.notifications.CustomWebhookResult.getTimestamp
akto,com.akto.action,TestWebhookAction,Law of Demeter violation,The tool detected the smell in this method (testUpdateCustomWebhook) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.notifications.CustomWebhook.getWebhookName; com.akto.action.WebhookAction.getCustomWebhooks
akto,com.akto.action.gpt,GptAction,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: USER_EMAIL
akto,com.akto.action.gpt,GptConfigAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.gpt.AktoGptConfig
akto,com.akto.action.gpt,GptConfigAction,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_STATE
akto,com.akto.action.gpt.handlers,SuggestTests,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: AUTH_TOKEN; ACCESS_TOKEN; COOKIE
akto,com.akto.action.gpt.utils,HeadersUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: AUTH_TOKEN; ACCESS_TOKEN; COOKIE
akto,com.akto.action.gpt.validators,ApiCollectionAllowedValidation,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.gpt.AktoGptConfig
akto,com.akto.action.growth_tools,PublicApiAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.traffic.SampleData
akto,com.akto.action.growth_tools,PublicApiAction,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PATH; TYPE; METHOD; REQUEST_PAYLOAD; REQUEST_HEADERS; RESPONSE_PAYLOAD; RESPONSE_HEADERS; AKTO_VXLAN_ID; STATUS; STATUS_CODE
akto,com.akto.action.misc,OtpAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker; com.akto.dto.OTPMessage
akto,com.akto.action.observe,InventoryAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.action.observe,InventoryAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
akto,com.akto.action.observe,InventoryAction,Law of Demeter violation,The tool detected the smell in this method (attachTagsInAPIList) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.TagConfig.getKeyConditions; com.akto.dto.data_types.Conditions.validate
akto,com.akto.action.observe,Utils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DELTA_PERIOD_VALUE; LIMIT
akto,com.akto.action.observe,TestInventoryAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.action.observe.InventoryAction; com.akto.dto.ApiCollection
akto,com.akto.action.quick_start,QuickStartAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker; com.akto.dto.BackwardCompatibility
akto,com.akto.action.quick_start,QuickStartAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (fetchLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.fetchResourcePhysicalIdByLogicalId; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (fetchLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.fetchResourcePhysicalIdByLogicalId; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (saveLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.checkIfStackExists; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (saveLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.createStack; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (saveLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.fetchResourcePhysicalIdByLogicalId; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (saveLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.serverless.aws.Lambda.updateFunctionConfiguration; com.akto.utils.cloud.serverless.aws.Lambda.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (saveLoadBalancers) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.fetchStackStatus; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (checkStackCreationProgress) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.fetchStackStatus; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (invokeLambdaIfNecessary) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.aws.AwsStack.fetchResourcePhysicalIdByLogicalId; com.akto.utils.cloud.stack.aws.AwsStack.getInstance
akto,com.akto.action.quick_start,QuickStartAction,Law of Demeter violation,The tool detected the smell in this method (invokeLambdaIfNecessary) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.serverless.aws.Lambda.getInstance; com.akto.utils.cloud.serverless.aws.Lambda.invokeFunction
akto,com.akto.action.testing,AuthMechanismAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.testing.TestExecutor
akto,com.akto.action.testing,AuthMechanismAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
akto,com.akto.action.testing,AuthMechanismAction,Law of Demeter violation,The tool detected the smell in this method (triggerSingleLoginFlowStep) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action.testing,LoginRecorderAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.action.testing,LoginRecorderAction,Law of Demeter violation,The tool detected the smell in this method (uploadRecordedFlow) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action.testing,LoginRecorderAction,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action.testing,LoginRecorderAction,Law of Demeter violation,The tool detected the smell in this method (fetchRecordedFlowOutput) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action.testing,LoginRecorderAction,Law of Demeter violation,The tool detected the smell in this method (fetchRecordedFlowOutput) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getId
akto,com.akto.action.testing,MarketplaceAction,Law of Demeter violation,The tool detected the smell in this method (addCustomTest) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action.testing,MarketplaceAction,Law of Demeter violation,The tool detected the smell in this method (searchUtilityFunction) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.Category.getDisplayName; com.akto.dto.test_editor.Info.getCategory
akto,com.akto.action.testing,MarketplaceAction,Law of Demeter violation,The tool detected the smell in this method (searchUtilityFunction) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.Category.getName; com.akto.dto.test_editor.Info.getCategory
akto,com.akto.action.testing,MarketplaceAction,Law of Demeter violation,The tool detected the smell in this method (searchUtilityFunction) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.Category.getShortName; com.akto.dto.test_editor.Info.getCategory
akto,com.akto.action.testing,MarketplaceAction,Law of Demeter violation,The tool detected the smell in this method (searchUtilityFunction) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.Category.getDisplayName; com.akto.dto.test_editor.Info.getCategory
akto,com.akto.action.testing,StartTestAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.testing.AuthMechanism; com.akto.dto.testing.TestingRunResultSummary; com.akto.dto.test_run_findings.TestingIssuesId; com.akto.log.LoggerMaker; com.akto.dto.testing.TestingRunConfig; com.akto.dto.testing.WorkflowTestingEndpoints
akto,com.akto.action.testing,StartTestAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
akto,com.akto.action.testing,StartTestAction,Law of Demeter violation,The tool detected the smell in this method (handleCallFromAktoGpt) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.Category.getName; com.akto.dto.test_editor.Info.getCategory
akto,com.akto.action.testing,StartTestAction,Law of Demeter violation,The tool detected the smell in this method (fetchTestingRunResultSummaries) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.WorkflowTest.getId; com.akto.dto.testing.WorkflowTestingEndpoints.getWorkflowTest
akto,com.akto.action.testing,TestRolesAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.data_types.Conditions
akto,com.akto.action.testing,TestRolesAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.action.testing,TestRolesAction,Law of Demeter violation,The tool detected the smell in this method (createTestRole) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action.testing,TestRolesAction,Law of Demeter violation,The tool detected the smell in this method (createTestRole) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action.testing,TestRolesAction.RolesConditionUtils,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.action.testing,WorkflowTestAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker; com.akto.dto.testing.WorkflowTest
akto,com.akto.action.testing,WorkflowTestAction,Law of Demeter violation,The tool detected the smell in this method (createWorkflowTest) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action.testing,WorkflowTestAction,Law of Demeter violation,The tool detected the smell in this method (updateWorkflowTest) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action.testing,WorkflowTestAction,Law of Demeter violation,The tool detected the smell in this method (uploadWorkflowJson) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.action.UserAction.getSUser; com.akto.dto.User.getLogin
akto,com.akto.action.testing,TestRolesActionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.User; com.akto.action.testing.TestRolesAction
akto,com.akto.action.testing,TestRolesActionTest,Law of Demeter violation,The tool detected the smell in this method (testRoleCreationFlow) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.TestRoles.getName; com.akto.action.testing.TestRolesAction.getSelectedRole
akto,com.akto.action.testing,TestSaveTestEditorAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.User; com.akto.action.test_editor.SaveTestEditorAction
akto,com.akto.action.testing,TestStartTestAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.testing.TestingRunResultSummary; com.akto.dto.testing.TestingRun; com.akto.action.testing.StartTestAction
akto,com.akto.action.testing,TestStartTestAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
akto,com.akto.action.testing_issues,IssuesAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
akto,com.akto.action.testing_issues,IssuesAction,Law of Demeter violation,The tool detected the smell in this method (fetchAllIssues) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_run_findings.TestingIssuesId.getTestSubCategory; com.akto.dto.test_run_findings.TestingRunIssues.getId
akto,com.akto.action.testing_issues,IssuesAction,Law of Demeter violation,The tool detected the smell in this method (fetchAllIssues) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_run_findings.TestingIssuesId.getTestCategoryFromSourceConfig; com.akto.dto.test_run_findings.TestingRunIssues.getId
akto,com.akto.action.testing_issues,IssuesAction,Law of Demeter violation,The tool detected the smell in this method (fetchAllIssues) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_run_findings.TestingIssuesId.setTestSourceConfig; com.akto.dto.test_run_findings.TestingRunIssues.getId
akto,com.akto.action.testing_issues,IssuesAction,Law of Demeter violation,The tool detected the smell in this method (fetchTestingRunResult) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_run_findings.TestingIssuesId.getTestSubCategory; com.akto.dto.test_run_findings.TestingRunIssues.getId
